1.620000000000000000e+03,1.620000000000000000e+03,1.620000000000000000e+03
1.587000000000000000e+03,1.587000000000000000e+03,1.587000000000000000e+03
1.907000000000000000e+03,1.907000000000000000e+03,1.907000000000000000e+03
2.300000000000000000e+03,2.300000000000000000e+03,2.300000000000000000e+03
2.800000000000000000e+03,2.800000000000000000e+03,2.800000000000000000e+03
3.056000000000000000e+03,3.056000000000000000e+03,3.056000000000000000e+03
2.921000000000000000e+03,2.921000000000000000e+03,2.921000000000000000e+03
3.261000000000000000e+03,3.261000000000000000e+03,3.261000000000000000e+03
3.283000000000000000e+03,3.283000000000000000e+03,3.283000000000000000e+03
3.352000000000000000e+03,3.352000000000000000e+03,3.352000000000000000e+03
3.402000000000000000e+03,3.402000000000000000e+03,3.402000000000000000e+03
3.395000000000000000e+03,3.395000000000000000e+03,3.395000000000000000e+03
3.182000000000000000e+03,3.182000000000000000e+03,3.182000000000000000e+03
3.126000000000000000e+03,3.126000000000000000e+03,3.126000000000000000e+03
3.180000000000000000e+03,3.180000000000000000e+03,3.180000000000000000e+03
3.174000000000000000e+03,3.174000000000000000e+03,3.174000000000000000e+03
3.380000000000000000e+03,3.380000000000000000e+03,3.380000000000000000e+03
2.954000000000000000e+03,2.954000000000000000e+03,2.954000000000000000e+03
3.119000000000000000e+03,3.119000000000000000e+03,3.119000000000000000e+03
3.144000000000000000e+03,3.144000000000000000e+03,3.144000000000000000e+03
3.330000000000000000e+03,3.330000000000000000e+03,3.330000000000000000e+03
3.668000000000000000e+03,3.668000000000000000e+03,3.668000000000000000e+03
4.078000000000000000e+03,4.078000000000000000e+03,4.078000000000000000e+03
4.037000000000000000e+03,4.037000000000000000e+03,4.037000000000000000e+03
4.862000000000000000e+03,4.862000000000000000e+03,4.862000000000000000e+03
5.365000000000000000e+03,5.365000000000000000e+03,5.365000000000000000e+03
5.391000000000000000e+03,5.391000000000000000e+03,5.391000000000000000e+03
5.580000000000000000e+03,5.580000000000000000e+03,5.580000000000000000e+03
5.579000000000000000e+03,5.579000000000000000e+03,5.579000000000000000e+03
5.595000000000000000e+03,5.595000000000000000e+03,5.595000000000000000e+03
5.463000000000000000e+03,5.463000000000000000e+03,5.463000000000000000e+03
5.377000000000000000e+03,5.377000000000000000e+03,5.377000000000000000e+03
5.145000000000000000e+03,5.145000000000000000e+03,5.145000000000000000e+03
5.344000000000000000e+03,5.344000000000000000e+03,5.344000000000000000e+03
5.230000000000000000e+03,5.230000000000000000e+03,5.230000000000000000e+03
5.430000000000000000e+03,5.430000000000000000e+03,5.430000000000000000e+03
5.278000000000000000e+03,5.278000000000000000e+03,5.278000000000000000e+03
5.328000000000000000e+03,5.328000000000000000e+03,5.328000000000000000e+03
5.494000000000000000e+03,5.494000000000000000e+03,5.494000000000000000e+03
5.862000000000000000e+03,5.862000000000000000e+03,5.862000000000000000e+03
6.929000000000000000e+03,6.929000000000000000e+03,6.929000000000000000e+03
8.385000000000000000e+03,8.385000000000000000e+03,8.385000000000000000e+03
1.185500000000000000e+04,1.185500000000000000e+04,1.185500000000000000e+04
1.627900000000000000e+04,1.627900000000000000e+04,1.627900000000000000e+04
2.059100000000000000e+04,2.059100000000000000e+04,2.059100000000000000e+04
2.302000000000000000e+04,2.302000000000000000e+04,2.302000000000000000e+04
2.398800000000000000e+04,2.398800000000000000e+04,2.398800000000000000e+04
2.496800000000000000e+04,2.496800000000000000e+04,2.496800000000000000e+04
2.564800000000000000e+04,2.564800000000000000e+04,2.564800000000000000e+04
2.586000000000000000e+04,2.586000000000000000e+04,2.586000000000000000e+04
2.454300000000000000e+04,2.454300000000000000e+04,2.454300000000000000e+04
2.329900000000000000e+04,2.329900000000000000e+04,2.329900000000000000e+04
2.061700000000000000e+04,2.061700000000000000e+04,2.061700000000000000e+04
1.863200000000000000e+04,1.863200000000000000e+04,1.863200000000000000e+04
1.675400000000000000e+04,1.675400000000000000e+04,1.675400000000000000e+04
1.510600000000000000e+04,1.510600000000000000e+04,1.510600000000000000e+04
1.403700000000000000e+04,1.403700000000000000e+04,1.403700000000000000e+04
1.235200000000000000e+04,1.235200000000000000e+04,1.235200000000000000e+04
1.011200000000000000e+04,1.011200000000000000e+04,1.011200000000000000e+04
9.161000000000000000e+03,9.161000000000000000e+03,9.161000000000000000e+03
7.766000000000000000e+03,7.766000000000000000e+03,7.766000000000000000e+03
6.206000000000000000e+03,6.206000000000000000e+03,6.206000000000000000e+03
6.194000000000000000e+03,6.194000000000000000e+03,6.194000000000000000e+03
5.549000000000000000e+03,5.549000000000000000e+03,5.549000000000000000e+03
5.169000000000000000e+03,5.169000000000000000e+03,5.169000000000000000e+03
5.091000000000000000e+03,5.091000000000000000e+03,5.091000000000000000e+03
4.586000000000000000e+03,4.586000000000000000e+03,4.586000000000000000e+03
4.582000000000000000e+03,4.582000000000000000e+03,4.582000000000000000e+03
4.602000000000000000e+03,4.602000000000000000e+03,4.602000000000000000e+03
4.991000000000000000e+03,4.991000000000000000e+03,4.991000000000000000e+03
4.837000000000000000e+03,4.837000000000000000e+03,4.837000000000000000e+03
4.773000000000000000e+03,4.773000000000000000e+03,4.773000000000000000e+03
5.063000000000000000e+03,5.063000000000000000e+03,5.063000000000000000e+03
4.812000000000000000e+03,4.812000000000000000e+03,4.812000000000000000e+03
4.326000000000000000e+03,4.326000000000000000e+03,4.326000000000000000e+03
4.418000000000000000e+03,4.418000000000000000e+03,4.418000000000000000e+03
4.652000000000000000e+03,4.652000000000000000e+03,4.652000000000000000e+03
4.655000000000000000e+03,4.655000000000000000e+03,4.655000000000000000e+03
4.631000000000000000e+03,4.631000000000000000e+03,4.631000000000000000e+03
5.451000000000000000e+03,5.451000000000000000e+03,5.451000000000000000e+03
5.743000000000000000e+03,5.743000000000000000e+03,5.743000000000000000e+03
6.461000000000000000e+03,6.461000000000000000e+03,6.461000000000000000e+03
6.956000000000000000e+03,6.956000000000000000e+03,6.956000000000000000e+03
7.643000000000000000e+03,7.643000000000000000e+03,7.643000000000000000e+03
7.488000000000000000e+03,7.488000000000000000e+03,7.488000000000000000e+03
7.438000000000000000e+03,7.438000000000000000e+03,7.438000000000000000e+03
7.212000000000000000e+03,7.212000000000000000e+03,7.212000000000000000e+03
6.719000000000000000e+03,6.719000000000000000e+03,6.719000000000000000e+03
6.534000000000000000e+03,6.534000000000000000e+03,6.534000000000000000e+03
6.402000000000000000e+03,6.402000000000000000e+03,6.402000000000000000e+03
6.111000000000000000e+03,6.111000000000000000e+03,6.111000000000000000e+03
5.737000000000000000e+03,5.737000000000000000e+03,5.737000000000000000e+03
5.572000000000000000e+03,5.572000000000000000e+03,5.572000000000000000e+03
5.004000000000000000e+03,5.004000000000000000e+03,5.004000000000000000e+03
5.061000000000000000e+03,5.061000000000000000e+03,5.061000000000000000e+03
5.033000000000000000e+03,5.033000000000000000e+03,5.033000000000000000e+03
3.794000000000000000e+03,3.794000000000000000e+03,3.794000000000000000e+03
3.203000000000000000e+03,3.203000000000000000e+03,3.203000000000000000e+03
2.735000000000000000e+03,2.735000000000000000e+03,2.735000000000000000e+03
1.753000000000000000e+03,1.753000000000000000e+03,1.753000000000000000e+03
1.049000000000000000e+03,1.049000000000000000e+03,1.049000000000000000e+03
6.100000000000000000e+02,6.100000000000000000e+02,6.100000000000000000e+02
3.880000000000000000e+02,3.880000000000000000e+02,3.880000000000000000e+02
4.720000000000000000e+02,4.720000000000000000e+02,4.720000000000000000e+02
3.810000000000000000e+02,3.810000000000000000e+02,3.810000000000000000e+02
3.930000000000000000e+02,3.930000000000000000e+02,3.930000000000000000e+02
4.110000000000000000e+02,4.110000000000000000e+02,4.110000000000000000e+02
4.080000000000000000e+02,4.080000000000000000e+02,4.080000000000000000e+02
4.110000000000000000e+02,4.110000000000000000e+02,4.110000000000000000e+02
7.170000000000000000e+02,7.170000000000000000e+02,7.170000000000000000e+02
9.960000000000000000e+02,9.960000000000000000e+02,9.960000000000000000e+02
9.550000000000000000e+02,9.550000000000000000e+02,9.550000000000000000e+02
1.422000000000000000e+03,1.422000000000000000e+03,1.422000000000000000e+03
2.061000000000000000e+03,2.061000000000000000e+03,2.061000000000000000e+03
2.727000000000000000e+03,2.727000000000000000e+03,2.727000000000000000e+03
2.808000000000000000e+03,2.808000000000000000e+03,2.808000000000000000e+03
3.528000000000000000e+03,3.528000000000000000e+03,3.528000000000000000e+03
3.898000000000000000e+03,3.898000000000000000e+03,3.898000000000000000e+03
4.215000000000000000e+03,4.215000000000000000e+03,4.215000000000000000e+03
4.415000000000000000e+03,4.415000000000000000e+03,4.415000000000000000e+03
4.617000000000000000e+03,4.617000000000000000e+03,4.617000000000000000e+03
4.512000000000000000e+03,4.512000000000000000e+03,4.512000000000000000e+03
4.352000000000000000e+03,4.352000000000000000e+03,4.352000000000000000e+03
4.090000000000000000e+03,4.090000000000000000e+03,4.090000000000000000e+03
3.923000000000000000e+03,3.923000000000000000e+03,3.923000000000000000e+03
3.714000000000000000e+03,3.714000000000000000e+03,3.714000000000000000e+03
3.411000000000000000e+03,3.411000000000000000e+03,3.411000000000000000e+03
3.753000000000000000e+03,3.753000000000000000e+03,3.753000000000000000e+03
3.981000000000000000e+03,3.981000000000000000e+03,3.981000000000000000e+03
3.454000000000000000e+03,3.454000000000000000e+03,3.454000000000000000e+03
3.034000000000000000e+03,3.034000000000000000e+03,3.034000000000000000e+03
2.728000000000000000e+03,2.728000000000000000e+03,2.728000000000000000e+03
2.258000000000000000e+03,2.258000000000000000e+03,2.258000000000000000e+03
1.588000000000000000e+03,1.588000000000000000e+03,1.588000000000000000e+03
1.284000000000000000e+03,1.284000000000000000e+03,1.284000000000000000e+03
1.952000000000000000e+03,1.952000000000000000e+03,1.952000000000000000e+03
1.842000000000000000e+03,1.842000000000000000e+03,1.842000000000000000e+03
2.413000000000000000e+03,2.413000000000000000e+03,2.413000000000000000e+03
2.573000000000000000e+03,2.573000000000000000e+03,2.573000000000000000e+03
2.818000000000000000e+03,2.818000000000000000e+03,2.818000000000000000e+03
2.767000000000000000e+03,2.767000000000000000e+03,2.767000000000000000e+03
3.459000000000000000e+03,3.459000000000000000e+03,3.459000000000000000e+03
3.084000000000000000e+03,3.084000000000000000e+03,3.084000000000000000e+03
2.970000000000000000e+03,2.970000000000000000e+03,2.970000000000000000e+03
2.349000000000000000e+03,2.349000000000000000e+03,2.349000000000000000e+03
2.505000000000000000e+03,2.505000000000000000e+03,2.505000000000000000e+03
2.445000000000000000e+03,2.445000000000000000e+03,2.445000000000000000e+03
2.599000000000000000e+03,2.599000000000000000e+03,2.599000000000000000e+03
2.161000000000000000e+03,2.161000000000000000e+03,2.161000000000000000e+03
1.613000000000000000e+03,1.613000000000000000e+03,1.613000000000000000e+03
1.405000000000000000e+03,1.405000000000000000e+03,1.405000000000000000e+03
1.128000000000000000e+03,1.128000000000000000e+03,1.128000000000000000e+03
1.082000000000000000e+03,1.082000000000000000e+03,1.082000000000000000e+03
8.490000000000000000e+02,8.490000000000000000e+02,8.490000000000000000e+02
1.112000000000000000e+03,1.112000000000000000e+03,1.112000000000000000e+03
9.610000000000000000e+02,9.610000000000000000e+02,9.610000000000000000e+02
1.146000000000000000e+03,1.146000000000000000e+03,1.146000000000000000e+03
1.031000000000000000e+03,1.031000000000000000e+03,1.031000000000000000e+03
1.103000000000000000e+03,1.103000000000000000e+03,1.103000000000000000e+03
1.390000000000000000e+03,1.390000000000000000e+03,1.390000000000000000e+03
1.262000000000000000e+03,1.262000000000000000e+03,1.262000000000000000e+03
1.748000000000000000e+03,1.748000000000000000e+03,1.748000000000000000e+03
1.718000000000000000e+03,1.718000000000000000e+03,1.718000000000000000e+03
1.592000000000000000e+03,1.592000000000000000e+03,1.592000000000000000e+03
1.333000000000000000e+03,1.333000000000000000e+03,1.333000000000000000e+03
1.076000000000000000e+03,1.076000000000000000e+03,1.076000000000000000e+03
9.760000000000000000e+02,9.760000000000000000e+02,9.760000000000000000e+02
6.100000000000000000e+02,6.100000000000000000e+02,6.100000000000000000e+02
6.400000000000000000e+02,6.400000000000000000e+02,6.400000000000000000e+02
5.950000000000000000e+02,5.950000000000000000e+02,5.950000000000000000e+02
5.400000000000000000e+02,5.400000000000000000e+02,5.400000000000000000e+02
5.490000000000000000e+02,5.490000000000000000e+02,5.490000000000000000e+02
